lambda_adv,roc_auc,eo_gap_tpr,eo_gap_fpr,tpr_0,tpr_1,fpr_0,fpr_1,selection_rate_0,selection_rate_1,dp_diff,dp_ratio
0.05,0.7691725766054439,0.024235781269029352,0.0019778155775207686,0.005175983436853002,0.029411764705882353,0.0007285443683520326,0.0027063599458728013,0.0012773023374632775,0.005754015823543515,0.004476713486080237,4.504818988252218
0.1,0.7666458495296701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.7665931389098565,0.02752405309950067,0.0014157618355926755,0.014492753623188406,0.04201680672268908,0.0010199621156928456,0.002435723951285521,0.002682334908672883,0.00695276912011508,0.004270434211442197,2.592058544827665
0.3,0.7576593292608113,0.030660090123005725,0.0044969031442160965,0.013457556935817806,0.04411764705882353,0.0014570887367040652,0.005953991880920162,0.0029377953761655384,0.010309278350515464,0.007371482974349926,3.5091887046167636
0.5,0.7593099434364144,0.003166483984898307,0.0005828354946816261,0.0010351966873706005,0.004201680672268907,0.0005828354946816261,0.0,0.0006386511687316387,0.0004795013186286262,-0.00015914985010301254,0.750803164708703
0.8,0.769584901734268,0.0074899525027402256,0.0009994169673349887,0.009316770186335404,0.01680672268907563,0.0011656709893632523,0.002165087956698241,0.002171413973687572,0.0038360105490290097,0.0016645965753414376,1.766595681667536
1.2,0.730822332960867,0.0010656436487638532,0.00027063599458728013,0.0010351966873706005,0.0021008403361344537,0.0,0.00027063599458728013,0.00012773023374632777,0.0004795013186286262,0.0003517710848822984,3.754015823543514
2.0,0.7553881747977422,0.007398611618560469,0.00018727237917747234,0.003105590062111801,0.01050420168067227,0.0007285443683520326,0.0005412719891745603,0.0010218418699706221,0.001678254615200192,0.0006564127452295698,1.6423819228002876
