lambda_adv,roc_auc,eo_gap_tpr,eo_gap_fpr
0.1,0.7605145042548144,0.0,0.0
0.3,0.7657938751376389,0.030690537084398978,0.003830704034124663
0.5,0.7584799400130158,6.0893922786505426e-05,0.00016649062642393945
1.0,0.7536720418143329,0.0,0.0
3.0,0.7376559938772921,0.0010656436487638532,0.0
