lambda_adv,roc_auc,eo_gap_tpr,eo_gap_fpr,tpr_0,tpr_1,fpr_0,fpr_1,selection_rate_0,selection_rate_1,dp_diff,dp_ratio
0.05,0.7663992426485599,0.012665935939593228,0.0010409804728420545,0.004140786749482402,0.01680672268907563,0.0005828354946816261,0.0016238159675236806,0.0010218418699706221,0.003356509230400384,0.002334667360429762,3.284763845600575
0.1,0.7681044394099142,0.03388746803069054,0.002602451182105136,0.018633540372670808,0.052521008403361345,0.0014570887367040652,0.0040595399188092015,0.0035764465448971773,0.009590026372572525,0.006013579827675347,2.681439873959653
0.2,0.766660299793046,0.019029350870783095,0.0009994169673349887,0.008281573498964804,0.0273109243697479,0.0011656709893632523,0.002165087956698241,0.0020436837399412443,0.005034763845600575,0.002991080105659331,2.463572884200431
0.3,0.762964907666758,0.02877237851662404,0.004850902754213184,0.027950310559006212,0.05672268907563025,0.002185633105056098,0.0070365358592692825,0.005364669817345766,0.012706784943658594,0.007342115126312829,2.3686052219976936
0.5,0.7610115604734325,0.012787723785166242,0.0016863978301799557,0.012422360248447204,0.025210084033613446,0.0010199621156928456,0.0027063599458728013,0.002426874441180227,0.005274514504914889,0.0028476400637346615,2.1733775820515087
0.8,0.7612308432201598,0.002222628181707466,0.000353763005601412,0.008281573498964804,0.01050420168067227,0.0011656709893632523,0.0008119079837618403,0.0020436837399412443,0.0019180052745145048,-0.0001256784654267394,0.9385039558858785
1.2,0.7369702631970971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.7330353251138483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
