lambda_adv,roc_auc,eo_gap_tpr,eo_gap_fpr
0.1,0.7626657215318645,0.0,0.0
0.3,0.763754417511197,0.008464255267324321,0.0009160533519251811
0.5,0.7579084977795201,0.0031969309462915605,2.0781752753532944e-05
1.0,0.7485980288789826,0.003166483984898307,0.0005412719891745603
3.0,0.7520624138403046,0.0008525149190110829,0.0004994718792718185
