experiment,scenario,use_proxy,model_name,eo_gap_tpr,eo_gap_fpr,dp_diff,dp_ratio
proxy_ablation,with_proxy,True,GLM,0.06708417107022446,0.15510499646181608,0.09708303427938136,1.1126837534042102
proxy_ablation,with_proxy,True,ADV_NN,0.09055572536818857,0.29584792407580596,0.15746874717510995,1.1935778410025946
proxy_ablation,without_proxy,False,GLM,0.023852136676419278,0.03719302556821413,0.03437024248690412,1.038610935337429
proxy_ablation,without_proxy,False,ADV_NN,0.013424871794721405,0.03156037324996419,0.028528187308944464,1.0308387105013388
