experiment,scenario,bias_strength,model_name,eo_gap_tpr,eo_gap_fpr,dp_diff,dp_ratio
measurement_bias,biased,1.0,GLM,0.06708417107022446,0.15510499646181608,0.09708303427938136,1.1126837534042102
measurement_bias,biased,1.0,ADV_NN,0.0931182468921844,0.28752124616886354,0.15160299776504327,1.1802372172751545
measurement_bias,unbiased,0.0,GLM,0.058600123321128295,0.1617473395359632,0.09251993667202096,1.1075504357007262
measurement_bias,unbiased,0.0,ADV_NN,0.05060331723274902,0.17780568885369674,0.0962755720165942,1.1107090206886614
